,op_unique_carrier,origin,dest,distance,month,value,crs_arr_hour,Numerical_Week,Weekday,meanOfGrouping,arr_delay
730,AA,PHX,MCI,1044.0,1,Cloudy,17,1,5,0.0,-7.983668177787661
731,AA,PHX,MCI,1044.0,1,Heavy snow,17,1,6,0.0,-5.615615104291007
732,AA,PHX,LAX,370.0,1,Patchy rain possible,11,1,2,0.0,-1.0756414993807972
733,AA,PHX,LAX,370.0,1,Patchy rain possible,11,1,3,0.0,-12.445485618224872
734,AA,PHX,LAX,370.0,1,Patchy rain possible,11,1,4,0.0,-10.119088596424211
735,AA,PHX,LAX,370.0,1,Cloudy,11,1,5,0.0,-6.343094460200532
736,WN,PHX,LAX,370.0,1,Cloudy,11,1,5,0.0,-5.79339147002142
737,WN,PHX,LAX,370.0,1,Heavy snow,11,1,6,0.0,-8.635625428954793
738,AA,PHX,LAX,370.0,1,Heavy snow,11,1,6,0.0,-4.12683712503356
739,AA,PHX,LAX,370.0,1,Patchy rain possible,22,1,2,34.0,34.93982338311532
740,AA,PHX,LAX,370.0,1,Patchy rain possible,22,1,3,34.0,28.347158014341574
741,AA,PHX,LAX,370.0,1,Patchy rain possible,22,1,4,34.0,32.08542817049447
742,AA,PHX,LAX,370.0,1,Cloudy,22,1,5,34.0,35.896362432226766
743,AA,PHX,LAX,370.0,1,Heavy snow,22,1,6,34.0,37.15242022093651
744,AA,PHX,IAH,1009.0,1,Patchy rain possible,13,1,2,0.0,-0.8474852898297001
745,AA,PHX,IAH,1009.0,1,Patchy rain possible,13,1,2,0.0,-0.8474852898297001
746,AA,PHX,IAH,1009.0,1,Patchy rain possible,13,1,3,0.0,-6.959137602925468
747,AA,PHX,IAH,1009.0,1,Patchy rain possible,13,1,3,0.0,-6.959137602925468
748,AA,PHX,IAH,1009.0,1,Patchy rain possible,13,1,4,0.0,-5.8550913374449385
749,AA,PHX,IAH,1009.0,1,Patchy rain possible,13,1,4,0.0,-5.8550913374449385
750,AA,PHX,IAH,1009.0,1,Heavy snow,13,1,6,0.0,-4.243414485324451
751,AA,PHX,IAH,1009.0,1,Heavy snow,13,1,6,0.0,-4.243414485324451
752,AA,PHX,ONT,325.0,1,Patchy rain possible,15,1,2,0.0,-0.47975653087493064
753,AA,PHX,ONT,325.0,1,Patchy rain possible,15,1,3,0.0,-0.2111603057864821
754,AA,PHX,ONT,325.0,1,Patchy rain possible,15,1,4,0.0,1.4841865668984553
755,AA,PHX,ONT,325.0,1,Cloudy,15,1,5,0.0,-2.6020631590165886
756,AA,PHX,ONT,325.0,1,Heavy snow,15,1,6,0.0,0.5866547904382793
757,AA,PHX,ONT,325.0,1,Patchy rain possible,18,1,2,30.0,31.04799638046978
758,WN,PHX,ONT,325.0,1,Patchy rain possible,18,1,3,30.0,33.129093519363344
759,AA,PHX,ONT,325.0,1,Patchy rain possible,18,1,3,30.0,29.2310458764272
760,AA,PHX,ONT,325.0,1,Patchy rain possible,18,1,4,30.0,32.28959510240477
761,WN,PHX,ONT,325.0,1,Patchy rain possible,18,1,4,30.0,34.99847344523871
762,AA,PHX,ONT,325.0,1,Cloudy,18,1,5,30.0,18.561959506618976
763,AA,PHX,ONT,325.0,1,Heavy snow,18,1,6,30.0,34.690330164914315
764,AA,PHX,SFO,651.0,1,Patchy rain possible,10,1,2,18.0,19.018004816661055
765,AA,PHX,SFO,651.0,1,Patchy rain possible,10,1,2,18.0,19.018004816661055
766,AA,PHX,SFO,651.0,1,Patchy rain possible,10,1,2,18.0,19.018004816661055
767,AA,PHX,SFO,651.0,1,Patchy rain possible,10,1,3,18.0,17.997524662037993
768,AA,PHX,SFO,651.0,1,Patchy rain possible,10,1,3,18.0,17.997524662037993
769,AA,PHX,SFO,651.0,1,Patchy rain possible,10,1,3,18.0,17.997524662037993
770,AA,PHX,SFO,651.0,1,Patchy rain possible,10,1,4,18.0,19.10157092751852
771,AA,PHX,SFO,651.0,1,Patchy rain possible,10,1,4,18.0,19.10157092751852
772,AA,PHX,SFO,651.0,1,Patchy rain possible,10,1,4,18.0,19.10157092751852
773,AA,PHX,SFO,651.0,1,Cloudy,10,1,5,18.0,15.630084769074875
774,AA,PHX,SFO,651.0,1,Cloudy,10,1,5,18.0,15.630084769074875
775,AA,PHX,SFO,651.0,1,Cloudy,10,1,5,18.0,15.630084769074875
776,WN,PHX,SFO,651.0,1,Cloudy,10,1,5,18.0,13.500115622585513
777,WN,PHX,SFO,651.0,1,Cloudy,10,1,5,18.0,13.500115622585513
778,WN,PHX,SFO,651.0,1,Cloudy,10,1,5,18.0,13.500115622585513
779,AA,PHX,SFO,651.0,1,Heavy snow,10,1,6,18.0,10.110085708043332
780,AA,PHX,SFO,651.0,1,Heavy snow,10,1,6,18.0,10.110085708043332
781,AA,PHX,SFO,651.0,1,Heavy snow,10,1,6,18.0,10.110085708043332
782,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,2,0.0,1.1085166208656587
783,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,2,0.0,1.1085166208656587
784,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,2,0.0,1.1085166208656587
785,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,2,0.0,1.1085166208656587
786,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,2,0.0,1.1085166208656587
787,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,2,0.0,1.1085166208656587
788,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,2,0.0,1.1085166208656587
789,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,2,0.0,1.1085166208656587
790,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,3,0.0,-5.003135692230106
791,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,3,0.0,-5.003135692230106
792,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,3,0.0,-5.003135692230106
793,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,3,0.0,-5.003135692230106
794,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,3,0.0,-5.003135692230106
795,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,3,0.0,-5.003135692230106
796,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,3,0.0,-5.003135692230106
797,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,3,0.0,-5.003135692230106
798,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,4,0.0,-10.911190236544869
799,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,4,0.0,-10.911190236544869
800,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,4,0.0,-10.911190236544869
801,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,4,0.0,-10.911190236544869
802,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,4,0.0,-10.911190236544869
803,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,4,0.0,-10.911190236544869
804,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,4,0.0,-10.911190236544869
805,AA,PHX,DFW,868.0,1,Patchy rain possible,13,1,4,0.0,-10.911190236544869
806,AA,PHX,DFW,868.0,1,Cloudy,13,1,5,0.0,-10.774510551073435
807,AA,PHX,DFW,868.0,1,Cloudy,13,1,5,0.0,-10.774510551073435
808,AA,PHX,DFW,868.0,1,Cloudy,13,1,5,0.0,-10.774510551073435
809,AA,PHX,DFW,868.0,1,Cloudy,13,1,5,0.0,-10.774510551073435
810,AA,PHX,DFW,868.0,1,Cloudy,13,1,5,0.0,-10.774510551073435
811,AA,PHX,DFW,868.0,1,Cloudy,13,1,5,0.0,-10.774510551073435
812,AA,PHX,DFW,868.0,1,Cloudy,13,1,5,0.0,-10.774510551073435
813,AA,PHX,DFW,868.0,1,Cloudy,13,1,5,0.0,-10.774510551073435
814,AA,PHX,DFW,868.0,1,Heavy snow,13,1,6,0.0,-4.918938765154212
815,AA,PHX,DFW,868.0,1,Heavy snow,13,1,6,0.0,-4.918938765154212
816,AA,PHX,DFW,868.0,1,Heavy snow,13,1,6,0.0,-4.918938765154212
817,AA,PHX,DFW,868.0,1,Heavy snow,13,1,6,0.0,-4.918938765154212
818,AA,PHX,DFW,868.0,1,Heavy snow,13,1,6,0.0,-4.918938765154212
819,AA,PHX,DFW,868.0,1,Heavy snow,13,1,6,0.0,-4.918938765154212
820,AA,PHX,DFW,868.0,1,Heavy snow,13,1,6,0.0,-4.918938765154212
821,AA,PHX,DFW,868.0,1,Heavy snow,13,1,6,0.0,-4.918938765154212
822,CP,PHX,LAX,370.0,1,Patchy rain possible,15,1,2,0.0,-3.0603368873708248
823,AA,PHX,LAX,370.0,1,Patchy rain possible,15,1,2,0.0,-0.6291883430421406
824,AA,PHX,LAX,370.0,1,Patchy rain possible,15,1,3,0.0,-11.999032461886214
825,CP,PHX,LAX,370.0,1,Patchy rain possible,15,1,3,0.0,-0.6807573528871673
826,CP,PHX,LAX,370.0,1,Patchy rain possible,15,1,4,0.0,-1.6167097866227915
827,AA,PHX,LAX,370.0,1,Patchy rain possible,15,1,4,0.0,-9.16310073041893
828,CP,PHX,LAX,370.0,1,Cloudy,15,1,5,0.0,-6.571973532187768
829,AA,PHX,LAX,370.0,1,Cloudy,15,1,5,0.0,-5.896641303861878
830,AA,PHX,LAX,370.0,1,Heavy snow,15,1,6,0.0,-3.680383968694904
831,CP,PHX,LAX,370.0,1,Heavy snow,15,1,6,0.0,-8.970862708627072
832,CP,PHX,LAX,370.0,1,Patchy rain possible,12,1,2,0.0,-4.7330444824921285
833,OO,PHX,LAX,370.0,1,Patchy rain possible,12,1,2,0.0,0.925405049743451
834,WN,PHX,LAX,370.0,1,Patchy rain possible,12,1,3,0.0,-9.53791069342643
835,CP,PHX,LAX,370.0,1,Patchy rain possible,12,1,3,0.0,-2.353464948008472
836,OO,PHX,LAX,370.0,1,Patchy rain possible,12,1,3,0.0,-10.444439069100621
837,CP,PHX,LAX,370.0,1,Patchy rain possible,12,1,4,0.0,-3.289417381744098
838,OO,PHX,LAX,370.0,1,Patchy rain possible,12,1,4,0.0,-17.249453866437758
839,WN,PHX,LAX,370.0,1,Patchy rain possible,12,1,4,0.0,-10.473863127162051
840,CP,PHX,LAX,370.0,1,Cloudy,12,1,5,0.0,-8.24468112730907
841,OO,PHX,LAX,370.0,1,Cloudy,12,1,5,0.0,-13.016505406239562
842,OO,PHX,LAX,370.0,1,Heavy snow,12,1,6,0.0,-10.800248071072586
843,CP,PHX,LAX,370.0,1,Heavy snow,12,1,6,0.0,-10.690219451444468
844,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,2,0.0,-8.954202716785328
845,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,2,0.0,-8.954202716785328
846,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,2,0.0,-8.954202716785328
847,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,3,0.0,-12.328204953872826
848,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,3,0.0,-12.328204953872826
849,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,3,0.0,-12.328204953872826
850,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,3,0.0,-12.328204953872826
851,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,3,0.0,-12.328204953872826
852,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,3,0.0,-12.328204953872826
853,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,4,0.0,-11.488583474479777
854,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,4,0.0,-11.488583474479777
855,OO,PHX,GJT,438.0,1,Patchy rain possible,21,1,4,0.0,-11.488583474479777
856,OO,PHX,GJT,438.0,1,Cloudy,21,1,5,0.0,-17.400754181246462
857,OO,PHX,GJT,438.0,1,Cloudy,21,1,5,0.0,-17.400754181246462
858,OO,PHX,GJT,438.0,1,Cloudy,21,1,5,0.0,-17.400754181246462
859,OO,PHX,GJT,438.0,1,Cloudy,21,1,5,0.0,-17.400754181246462
860,OO,PHX,GJT,438.0,1,Cloudy,21,1,5,0.0,-17.400754181246462
861,OO,PHX,GJT,438.0,1,Cloudy,21,1,5,0.0,-17.400754181246462
862,OO,PHX,GJT,438.0,1,Heavy snow,21,1,6,0.0,-9.418173536972972
863,OO,PHX,GJT,438.0,1,Heavy snow,21,1,6,0.0,-9.418173536972972
864,OO,PHX,GJT,438.0,1,Heavy snow,21,1,6,0.0,-9.418173536972972
865,OO,PHX,GJT,438.0,1,Heavy snow,21,1,6,0.0,-9.418173536972972
866,OO,PHX,GJT,438.0,1,Heavy snow,21,1,6,0.0,-9.418173536972972
867,OO,PHX,GJT,438.0,1,Heavy snow,21,1,6,0.0,-9.418173536972972
868,OO,PHX,YUM,160.0,1,Patchy rain possible,23,1,2,30.0,32.481692485198764
869,OO,PHX,YUM,160.0,1,Patchy rain possible,23,1,2,30.0,32.481692485198764
870,OO,PHX,YUM,160.0,1,Patchy rain possible,23,1,3,30.0,37.55005506988371
871,OO,PHX,YUM,160.0,1,Patchy rain possible,23,1,3,30.0,37.55005506988371
872,OO,PHX,YUM,160.0,1,Patchy rain possible,23,1,4,30.0,39.631696411720355
873,OO,PHX,YUM,160.0,1,Patchy rain possible,23,1,4,30.0,39.631696411720355
874,OO,PHX,YUM,160.0,1,Cloudy,23,1,5,30.0,35.245319934169025
875,OO,PHX,YUM,160.0,1,Cloudy,23,1,5,30.0,35.245319934169025
876,OO,PHX,YUM,160.0,1,Heavy snow,23,1,6,30.0,25.376194312994418
877,OO,PHX,YUM,160.0,1,Heavy snow,23,1,6,30.0,25.376194312994418
878,OO,PHX,YUM,160.0,1,Patchy rain possible,17,1,2,0.0,-8.128472302223221
879,OO,PHX,YUM,160.0,1,Patchy rain possible,17,1,2,0.0,-8.128472302223221
880,OO,PHX,YUM,160.0,1,Patchy rain possible,17,1,3,0.0,-4.49522785589296
881,OO,PHX,YUM,160.0,1,Patchy rain possible,17,1,3,0.0,-4.49522785589296
882,OO,PHX,YUM,160.0,1,Patchy rain possible,17,1,4,0.0,-2.560125607189973
883,OO,PHX,YUM,160.0,1,Patchy rain possible,17,1,4,0.0,-2.560125607189973
884,OO,PHX,YUM,160.0,1,Cloudy,17,1,5,0.0,-6.66410503677992
885,OO,PHX,YUM,160.0,1,Cloudy,17,1,5,0.0,-6.66410503677992
886,OO,PHX,YUM,160.0,1,Heavy snow,17,1,6,0.0,-5.959509450491102
887,OO,PHX,YUM,160.0,1,Heavy snow,17,1,6,0.0,-5.959509450491102
888,OO,PHX,ASE,491.0,1,Patchy rain possible,11,1,2,0.0,-18.71520043509713
889,OO,PHX,ASE,491.0,1,Patchy rain possible,11,1,3,0.0,-21.219205040928635
890,OO,PHX,ASE,491.0,1,Patchy rain possible,11,1,4,0.0,-10.767502757427009
891,OO,PHX,ASE,491.0,1,Cloudy,11,1,5,0.0,-4.490597655430869
892,OO,PHX,ASE,491.0,1,Heavy snow,11,1,6,0.0,-17.099329988339544
893,OO,PHX,PSP,261.0,1,Patchy rain possible,21,1,2,0.0,-10.863329011318553
894,OO,PHX,PSP,261.0,1,Patchy rain possible,21,1,2,0.0,-10.863329011318553
895,OO,PHX,PSP,261.0,1,Patchy rain possible,21,1,2,0.0,-10.863329011318553
896,OO,PHX,PSP,261.0,1,Patchy rain possible,21,1,3,0.0,-14.237331248406045
897,OO,PHX,PSP,261.0,1,Patchy rain possible,21,1,3,0.0,-14.237331248406045
898,OO,PHX,PSP,261.0,1,Patchy rain possible,21,1,3,0.0,-14.237331248406045
899,OO,PHX,PSP,261.0,1,Patchy rain possible,21,1,4,0.0,-11.281546328680461
900,OO,PHX,PSP,261.0,1,Patchy rain possible,21,1,4,0.0,-11.281546328680461
901,OO,PHX,PSP,261.0,1,Patchy rain possible,21,1,4,0.0,-11.281546328680461
902,OO,PHX,PSP,261.0,1,Cloudy,21,1,5,0.0,-14.038820213703724
903,OO,PHX,PSP,261.0,1,Cloudy,21,1,5,0.0,-14.038820213703724
904,OO,PHX,PSP,261.0,1,Cloudy,21,1,5,0.0,-14.038820213703724
905,OO,PHX,PSP,261.0,1,Heavy snow,21,1,6,0.0,-8.887665130549816
906,OO,PHX,PSP,261.0,1,Heavy snow,21,1,6,0.0,-8.887665130549816
907,OO,PHX,PSP,261.0,1,Heavy snow,21,1,6,0.0,-8.887665130549816
908,OO,PHX,SGU,262.0,1,Patchy rain possible,22,1,2,0.0,-6.5563419498772255
909,OO,PHX,SGU,262.0,1,Patchy rain possible,22,1,2,0.0,-6.5563419498772255
910,OO,PHX,SGU,262.0,1,Patchy rain possible,22,1,3,0.0,-9.07192632600997
911,OO,PHX,SGU,262.0,1,Patchy rain possible,22,1,3,0.0,-9.07192632600997
912,OO,PHX,SGU,262.0,1,Patchy rain possible,22,1,4,0.0,-8.922946574543714
913,OO,PHX,SGU,262.0,1,Patchy rain possible,22,1,4,0.0,-8.922946574543714
914,OO,PHX,SGU,262.0,1,Cloudy,22,1,5,0.0,-12.025115309860366
915,OO,PHX,SGU,262.0,1,Cloudy,22,1,5,0.0,-12.025115309860366
916,OO,PHX,SGU,262.0,1,Heavy snow,22,1,6,0.0,-9.246944068487183
917,OO,PHX,SGU,262.0,1,Heavy snow,22,1,6,0.0,-9.246944068487183
918,OO,PHX,SGU,262.0,1,Patchy rain possible,12,1,2,18.0,4.683699632524878
919,OO,PHX,SGU,262.0,1,Patchy rain possible,12,1,2,18.0,4.683699632524878
920,OO,PHX,SGU,262.0,1,Patchy rain possible,12,1,2,18.0,4.683699632524878
921,OO,PHX,SGU,262.0,1,Patchy rain possible,12,1,3,18.0,7.088490555426981
922,OO,PHX,SGU,262.0,1,Patchy rain possible,12,1,3,18.0,7.088490555426981
923,OO,PHX,SGU,262.0,1,Patchy rain possible,12,1,3,18.0,7.088490555426981
924,OO,PHX,SGU,262.0,1,Patchy rain possible,12,1,4,18.0,7.188799525833628
925,OO,PHX,SGU,262.0,1,Patchy rain possible,12,1,4,18.0,7.188799525833628
926,OO,PHX,SGU,262.0,1,Patchy rain possible,12,1,4,18.0,7.188799525833628
927,OO,PHX,SGU,262.0,1,Cloudy,12,1,5,18.0,1.8771708191101246
928,OO,PHX,SGU,262.0,1,Cloudy,12,1,5,18.0,1.8771708191101246
929,OO,PHX,SGU,262.0,1,Cloudy,12,1,5,18.0,1.8771708191101246
930,OO,PHX,SGU,262.0,1,Heavy snow,12,1,6,18.0,2.8934431707300954
931,OO,PHX,SGU,262.0,1,Heavy snow,12,1,6,18.0,2.8934431707300954
932,OO,PHX,SGU,262.0,1,Heavy snow,12,1,6,18.0,2.8934431707300954
933,OO,PHX,EUG,952.0,1,Patchy rain possible,16,1,2,0.0,-2.5694494557073333
934,OO,PHX,EUG,952.0,1,Patchy rain possible,16,1,2,0.0,-2.5694494557073333
935,OO,PHX,EUG,952.0,1,Patchy rain possible,16,1,3,0.0,-2.5438527166413194
936,OO,PHX,EUG,952.0,1,Patchy rain possible,16,1,3,0.0,-2.5438527166413194
937,OO,PHX,EUG,952.0,1,Patchy rain possible,16,1,4,0.0,-1.0006602452530615
938,OO,PHX,EUG,952.0,1,Patchy rain possible,16,1,4,0.0,-1.0006602452530615
939,OO,PHX,EUG,952.0,1,Cloudy,16,1,5,0.0,-7.219626728339779
940,OO,PHX,EUG,952.0,1,Cloudy,16,1,5,0.0,-7.219626728339779
941,OO,PHX,EUG,952.0,1,Heavy snow,16,1,6,0.0,-3.3866320210507954
942,OO,PHX,EUG,952.0,1,Heavy snow,16,1,6,0.0,-3.3866320210507954
943,OO,PHX,SBA,455.0,1,Patchy rain possible,18,1,2,0.0,-9.597610260324478
944,OO,PHX,SBA,455.0,1,Patchy rain possible,18,1,2,0.0,-9.597610260324478
945,OO,PHX,SBA,455.0,1,Patchy rain possible,18,1,2,0.0,-9.597610260324478
946,OO,PHX,SBA,455.0,1,Patchy rain possible,18,1,3,0.0,-12.30870978275214
947,OO,PHX,SBA,455.0,1,Patchy rain possible,18,1,3,0.0,-12.30870978275214
948,OO,PHX,SBA,455.0,1,Patchy rain possible,18,1,3,0.0,-12.30870978275214
949,OO,PHX,SBA,455.0,1,Patchy rain possible,18,1,4,0.0,-10.373607534049155
950,OO,PHX,SBA,455.0,1,Patchy rain possible,18,1,4,0.0,-10.373607534049155
951,OO,PHX,SBA,455.0,1,Patchy rain possible,18,1,4,0.0,-10.373607534049155
952,OO,PHX,SBA,455.0,1,Cloudy,18,1,5,0.0,-5.014074609530437
953,OO,PHX,SBA,455.0,1,Cloudy,18,1,5,0.0,-5.014074609530437
954,OO,PHX,SBA,455.0,1,Cloudy,18,1,5,0.0,-5.014074609530437
955,OO,PHX,SBA,455.0,1,Heavy snow,18,1,6,0.0,-10.058369319282486
956,OO,PHX,SBA,455.0,1,Heavy snow,18,1,6,0.0,-10.058369319282486
957,OO,PHX,SBA,455.0,1,Heavy snow,18,1,6,0.0,-10.058369319282486
958,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
959,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
960,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
961,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
962,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
963,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
964,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
965,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
966,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
967,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
968,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,2,56.27272727272727,60.845404653704534
969,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
970,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
971,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
972,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
973,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
974,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
975,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
976,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
977,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
978,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
979,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,3,56.27272727272727,57.85456756205021
980,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
981,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
982,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
983,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
984,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
985,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
986,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
987,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
988,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
989,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
990,UA,PHX,SFO,651.0,1,Patchy rain possible,15,1,4,56.27272727272727,59.642181590387786
991,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
992,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
993,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
994,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
995,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
996,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
997,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
998,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
999,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
1000,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
1001,UA,PHX,SFO,651.0,1,Cloudy,15,1,5,56.27272727272727,61.96030339621698
1002,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1003,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1004,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1005,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1006,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1007,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1008,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1009,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1010,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1011,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1012,UA,PHX,SFO,651.0,1,Heavy snow,15,1,6,56.27272727272727,63.32155443489475
1013,UA,PHX,ORD,1440.0,1,Patchy rain possible,20,1,2,0.0,-3.7545830513428102
1014,UA,PHX,ORD,1440.0,1,Patchy rain possible,20,1,2,0.0,-3.7545830513428102
1015,UA,PHX,ORD,1440.0,1,Patchy rain possible,20,1,2,0.0,-3.7545830513428102
1016,UA,PHX,ORD,1440.0,1,Patchy rain possible,20,1,3,0.0,-4.190146696727975
1017,UA,PHX,ORD,1440.0,1,Patchy rain possible,20,1,3,0.0,-4.190146696727975
1018,UA,PHX,ORD,1440.0,1,Patchy rain possible,20,1,3,0.0,-4.190146696727975
1019,UA,PHX,ORD,1440.0,1,Patchy rain possible,20,1,4,0.0,-1.6677317455526421
1020,UA,PHX,ORD,1440.0,1,Patchy rain possible,20,1,4,0.0,-1.6677317455526421
1021,UA,PHX,ORD,1440.0,1,Patchy rain possible,20,1,4,0.0,-1.6677317455526421
1022,UA,PHX,ORD,1440.0,1,Cloudy,20,1,5,0.0,-4.888429795735771
1023,UA,PHX,ORD,1440.0,1,Cloudy,20,1,5,0.0,-4.888429795735771
1024,UA,PHX,ORD,1440.0,1,Cloudy,20,1,5,0.0,-4.888429795735771
1025,UA,PHX,ORD,1440.0,1,Heavy snow,20,1,6,0.0,-13.341450936791034
1026,UA,PHX,ORD,1440.0,1,Heavy snow,20,1,6,0.0,-13.341450936791034
1027,UA,PHX,ORD,1440.0,1,Heavy snow,20,1,6,0.0,-13.341450936791034
